9-1,Greek,"νόσος σώματός ἐστιν ἐμπόδιον, προαιρέσεως δὲ οὔ, ἐὰν μὴ αὐτὴ θέλῃ. χώλανσις σκέλους ἐστὶν ἐμπόδιον, προαιρέσεως δὲ οὔ. καὶ τοῦτο ἐφ' ἑκάστου τῶν ἐμπιπτόντων ἐπίλεγε· εὑρήσεις γὰρ αὐτὸ ἄλλου τινὸς ἐμπόδιον, σὸν δὲ οὔ."
10-1,Greek,"ἐφ' ἑκάστου τῶν προσπιπτόντων μέμνησο ἐπιστρέφων ἐπὶ σεαυτὸν ζητεῖν, τίνα δύναμιν ἔχεις πρὸς τὴν χρῆσιν αὐτοῦ. ἐὰν καλὸν ἴδῃς ἣ καλήν, εὑρήσεις δύναμιν πρὸς ταῦτα ἐγκράτειαν· ἐὰν πόνος προσφέρηται, εὑρήσεις καρτερίαν· ἂν λοιδορία, εὑρήσεις ἀνεξικακίαν. καὶ οὕτως ἐθιζόμενόν σε οὐ συναρπάσουσιν αἱ φαντασίαι."
1-1,English,"There are things which are within our power, and there are things which are beyond our power. Within our power are opinion, aim, desire, aversion, and, in one word, whatever affairs are our own. Beyond our power are body, property, reputation, office, and, in one word, whatever are not properly our own affairs."
1-2,English,"Now, the things within our power are by nature free, unrestricted, unhindered; but those beyond our power are weak, dependent, restricted, alien. Remember, then"
1-3,English,"that if you attribute freedom to things by nature dependent, and take what belongs to others for your own, you will be hindered, you will lament, you will be disturbed, you will find fault both with gods and men. But if you take for your own only that which is your own, and view what belongs to others just as it really is, then no one will ever compel you, no one will restrict you, you will find fault with no one, you will accuse no one, you will do nothing against your will; no one will hurt you, you will not have an enemy, nor will you suffer any harm. "
1-4,English,"Aiming therefore at such great things, remember that you must not allow yourself any inclination, however slight, towards the attainment of the others; but that you must entirely quit some of them, and for the present postpone the rest. But if you would have these, and possess power and wealth likewise, you may miss the latter in seeking the former; and you will certainly fail of that by which alone happiness and freedom are procured."
1-5,English,"Seek at once, therefore, to be able to say to every unpleasing semblance, "" You are but a semblance and by no means the real thing."" And then examine it by those rules which you have; and first and chiefly, by this: whether it concerns the things which are within our own power, or those which are not; and if it concerns anything beyond our power, be prepared to say that it is nothing to you."
2-1,English,"Remember that desire demands the attainment of that of which you are desirous; and aversion demands the avoidance of that to which you are averse; that he who fails of the object of his desires is disappointed; and he who incurs the object of his aversion is wretched. If, then, you shun only those undesirable things which you can control, you will never incur anything which you shun; but if you shun sickness, or death, or poverty, you will run the risk of wretchedness. "
2-2,English,"Remove [the habit of] aversion, then, from all things that are not within our power, and apply it to things undesirable, which are within our power. But for the present altogether restrain desire; for if you desire any of the things not within our own power, you must necessarily be disappointed; and you are not yet secure of those which are within our power, and so are legitimate objects of desire. Where it is practically necessary for you to pursue or avoid anything, do even this with discretion, and gentleness, and moderation."
3-1,English,"With regard to whatever objects either delight the mind, or contribute to use, or are tenderly beloved, remind yourself of what nature they are, beginning with the merest trifles: if you have a favorite cup, that it is but a cup of which you are fond, - for thus, if it is broken, you can bear it; if you embrace your child, or your wife, that you embrace a mortal, - and thus, if either of them dies, you can bear it."
4-1,English,"When you set about any action, remind yourself of what nature the action is. If you are going to bathe, represent to yourself the incidents usual in the bath, - some persons pouring out, others pushing in, others scolding, others pilfering. And thus you will more safely go about this action, if you say to yourself, "" I will now go to bathe, and keep my own will [p. 2218] in harmony with nature."" And so with regard to every other action. For thus, if any impediment arises in bathing, you will be able to say, ""It was not only to bathe that I desired, but to keep my will in harmony with nature; and I shall not keep it thus, if I am out of humor at things that happen."""
5-1,English,"Men are disturbed not by things, but by the views which they take of things. Thus death is nothing terrible, else it would have appeared so to Socrates. But the terror consists in our notion of death, that it is terrible. When, therefore, we are hindered, or disturbed, or grieved, let us never impute it to others, but to ourselves; that is, to our own views. It is the action of an uninstructed person to reproach others for his own misfortunes; of one entering upon instruction, to reproach himself; and of one perfectly instructed, to reproach neither others nor himself."
6-1,English,"Solon Epictète, nos représentations nous viennent des objets extérieurs par le moyen des sens, et il n’est pas en notre pouvoir de les changer ; mais ce qui est en notre pouvoir, c’est d’en faire un bon ou un mauvais usage, en leur accordant ou en leur refusant notre consentement volontaire (sugkata/qesis). Il y a une grande analogie entre cette doctrine et celle de Descartes. Selon ce dernier, l’entendement est passif, la volonté est active; l’entendement reçoit les idées, la volonté accorde ou refuse aux idées son assentiment. L'affirmation, et en conséquence le jugement, sont volontaires. L'erreur vient de ce que la volonté dépasse par ses affirmations la représentation a qu'elle a reçues. L'erreur est déjà un vice, et tout vice est une erreur."
7-1,English,"As in a voyage, when the ship is at anchor, if you go on shore to get water, you may amuse yourself with picking up a shell-fish or a truffle in your way, but your thoughts ought to be bent towards the ship, and perpetually attentive, lest the captain should call, and then you must leave all these things, that you may not have to be carried on board the vessel, bound like a sheep; thus likewise in life, if, instead of a truffle or shell-fish, such a thing as a wife or a child be granted you, there is no objection; but if the captain calls, run to the ship, leave all these things, and never look behind. But if you are old, never go far from the ship, lest you should be missing when called for."
8-1,English,"Demand not that events should happen as you wish; but wish them to happen as they do happen, and you will go on well."
9-1,English,"Sickness is an impediment to the body, but not to the will, unless itself pleases. Lameness is an impediment to the leg, but not to the will; and say this to yourself with regard to everything that happens. For you will find it to be an impediment to something else, but not truly to yourself."
10-1,English,"Upon every accident, remember to turn towards yourself and inquire what faculty you have for its use. If you encounter a handsome person, you will find continence the faculty needed; if pain, then fortitude; if reviling, then patience. And when thus habituated, the phenomena of existence will not overwhelm you."
